Timestamp,close,high,low,open,volume
1433424650,43.0300,43.0500,43.0300,43.0400,176400
1433424718,42.9700,43.0598,42.9700,43.0300,53000
1433424720,43.0000,43.0400,42.9600,42.9900,49600
1433424836,42.9900,43.0500,42.9700,43.0000,50100
1433424899,42.9600,42.9900,42.9300,42.9800,68200
1433424959,43.0600,43.0900,42.9400,42.9600,84100
1433425015,43.1100,43.1300,43.0500,43.0500,26400
1433425078,43.1400,43.1400,43.0500,43.1200,26000
